Era,Poem,Romaji,My translation,俳人,Poet,Dates,Season,Kigo,Original source ,Modern Source,Notes,Maegaki,NKBZ,俳句大観,名歌名句辞典,俳句の歴史,現代俳句,自選自解,蝸牛,古典俳句,Ueda Haiku,Keene World,Keene Dawn,Blyth Haiku,Blyth History,Fay Aoyagi,English Saijiki,21 Century,Other translation,Saijiki priority
Modern,ハイヒール山に突き刺し夏に入る ,"haihiiru
yama ni tsukisashi
natsu ni hairu","high heels 
jab into the mountain
entering summer",加納綾子 ,かのう あやこ ,,Summer,"夏に入る 【なつにいる】 natsu ni iru, entering summer (early summer).",,,"High heels plunged into the mountain, entering summer.",,,,,,,,,,,,,,,,,,,
Modern,夏浅きまだ水張らず湖畔の田,"natsu asashi
mada mizu harazu
kohan no ta","shallow summer
not yet watered
lakeside rice patty",三輪清舟,Miwa Seishu,,summer,"Shallow summer
夏浅し natsu asashi
",,英訳saijiki,,,,,,,,,,,,,,,,,,,,4
Modern,昨日漉きし紙春分の日を過ごす,"kino sukishi
kami shunbun no
hi wo sugosu","passing the day
of the vernal equinox with 
paper made yesterday 
",,,,spring,"Vernal equinox
春分 shunbun
",,英訳saijiki,,,,,,,,,,,,,,,,,,,,
Modern,夏浅き草花店や種も売る,"natsu asaki
kusa-bana mise ya
tane mo uru","the arboretum
in shallow summerー
seed are also for sale",中村楽天,Nakamura Rakuten,1865 - 1939,Summer,夏浅し natsu asashi,,,,,,,,,,,,,,,,,,,,,,3
Modern,初夏のこの森に蝶のおびただし,"shoka no kono
mori ni cho no
obitadashi","early summer
in these woods butterflies
are abundant",高橋馬相,Takahashi Baso,,Summer,初夏 shoka,,,,,,,,,,,,,,,,,,,,,,2
Modern,我とともに老いたる牛や麦の秋,"ware to tomo ni
oi taru ushi ya
mugi no aki","togeather with me
this ox has grown old-
wheat's autumn",久保田九品太,Kubota Kuhonta,,Summer,麦の秋 mugi no aki,,,,,,,,,,,,,,,,,,,,,,4
Modern,夏の日や薄苔つける木々の枝,"natsu no hi ya
usu-goke tsukeru
kigi no eda","summer daysー
tree boughs covered
with a thin layer of moss",芥川龍之介,Akutagawa Ryunosuke,1892―1927,Summer,夏の日　natsu no hi,,,,,,,,,,,,,,,,,,,,,,2
Modern,夏の日を或る児は泣いてばかりかな,"natsu no hi wo
aru ko wa naite
bakari kana","one a summer day
a child cries
incessantly:",中村汀女,Nakamura Teijo,1900 - 1988,Summer,夏の日　natsu no hi,,,,,,,,,,,,,,,,,,,,,,3
Modern,堅きまで乾きしタオル夏日にほふ,"kataki made
kawakishi taoru
natsu-bi niou","so dried they stiffen
towels
fragrant with the summer sun",篠原梵,Shinohara Bon,1910 - 1975,Summer,夏の日　natsu no hi,,,,,,,,,,,,,,,,,,,,,,4
Modern,夏の夜の湖白し松の間,"natsu no yo no
mizuumi shiroshi
matsu no ai","summer night
the lake is white
between the pines",佐藤紅禄,Sato Koroku,,Summer,夏の夜 natsu no yo,,,,,,,,,,,,,,,,,,,,,,3
Modern,月の輪をゆり去る舟や夜半の夏,"tsuki no wa wo
yuri saru fune ya
yowa no natsu","from the moon’s corona
the boat drifts awayー
summer midnight",杉田久女,Sugita Hisajo,1890 - 1946,Summer,夏の夜 natsu no yo,,,,,,,,,,,,,,,,,,,,,,4
Modern,みじか夜の浮藻うごかす小蝦かな,"mijika yo no
uki mo ugokasu
ko ebi kana","a short night
floating duckweed stirs
a small shrimp.",松瀬清々,Matsuse Seisei,1869 - 1937,Summer,短夜 mijika yo,,,,,,,,,,,,,,,,,,,,,,1
Modern,明けやすき欅にしるす生死かな,"ake yasiki
keyaki ni shirusu
shoji kana","quick to dawn
on a zelkova tree marked
life and death
This poem was written in 1940 after an American air raid on Tokyo.  The poet's house and the surrounding neighborhood were completely demolished, so the poet carved a message in the tree to tell anyone who might come looking for him before seeking shelter.",加藤楸邨,Kato Shuson,1905 - 1993,Summer,短夜 mijika yo,,,,,,,,,,,,,,,,,,,,,,2
Modern,鹿の子の人慕ひ来てためらへり,"Shika no ko no
hito shitai kite
tamerae ri","A fawn
came following a man,
and hesitated.",永田青嵐,Nagata Seiran,1876 - 1943,Summer,鹿の子 Kanoko — Fawn [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,2
Modern,芽楓の雨をさむがる鹿の子かな,"Me kaede no
ame wo samugaru
kanoko kana","A budding maple’s
rain makes the fawn
shiver.",吉田冬葉,Yoshida Toyo,1892－1956,Summer,鹿の子 Kanoko — Fawn [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,3
Modern,苑日々に草深うなる鹿の子かな,"Sono hibi ni
kusa fuko naru
kanoko kana","The park each day
deeper in grasses,
fawns.",日野草城,Hino Sojo,1901 - 1956,Summer,鹿の子 Kanoko — Fawn [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,4
Modern,金の月へ遠き蝙蝠とんで消ゆ,"Kin no tsuki e
toki komori
tonde kiyu","All the way to
a golden moon, the bat
flew and faded.",原石鼎,Hara Sekitei,1886―1951,Summer,蝙蝠 Komori — Bat [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,4
Modern,河鹿鳴いて石ころ多き小川かな,"Kajika naite
ishikoro oki
ogawa kana","River frogs sing —
a many-pebbled
little brook.",正岡子規,Masaoka Shiki,1864―1902,Summer,河鹿 Kajika — River Frog [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,1
Modern,眦を波にしづめし河鹿かな,"Manajiri wo
nami ni shizumeshi
kajika kana","The tail of its eye
sunk under a wave,
river frog.",阿波野青畝,Awano Seiho,1899―1992,Summer,河鹿 Kajika — River Frog [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,2
Modern,河鹿の声の水を流るる昼餉かな,"Kajika no koe no
mizu wo nagaruru
hiruge kana","Where river frog
voices flow over the water,
eat lunch.",臼田亜浪,Usuda Aro,1879 - 1951,Summer,河鹿 Kajika — River Frog [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,3
Modern,河鹿鳴く我一塊の岩となり,"Kajika naku
ware ikkon no
iwa to nari","A river frog cries —
and I turn into
a boulder.",福田蓼汀,Fukuda Ryotei,1905 - 1988,Summer,河鹿 Kajika — River Frog [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,4
Modern,老鶯や青嶺折々雲の上,"Ro-o ya
seirei oriori
kumo no ue","An old warbler —
green peaks sometimes appear
above the clouds.",徳永冬子,Tokunaga Santeshi,,Summer,老鶯 Oi uguisu — Old Bush Warbler [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,2
Modern,老鶯や珠のごとくに一湖あり,"Ro-o ya
tama no gotoku ni
ikke ari","An old warbler —
and a lake there,
like a jewel.",富安風生,Tomiyasu Fusei,1885 – 1979,Summer,老鶯 Oi uguisu — Old Bush Warbler [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,3
Modern,老鶯や出湯のあまりが谷に落つ,"Ro-o ya
deyu no amari ga
tani ni otsu","Old warbler —
the excess of the hot spring
falls into valley.",秋元不死男,Akimoto Fujio,1901 - 1977,Summer,老鶯 Oi uguisu — Old Bush Warbler [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,4
Modern,芦原の中に家あり行々子,"Ashihara no
naka ni ie ari
gyogyoshi","In the middle
of a reed plain, a house —
reed warblers.",正岡子規,Masaoka Shiki,1864―1902,Summer,葦切 Yoshikiri — Reed Warbler [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,2
Modern,信濃川は分流多し行々子,"Shinanogawa wa
bunryu oshi
gyogyoshi","Shinano river
has many tributaries —
reed warblers.",大谷句仏,Otani Kubutsu,1875 - 1943,Summer,葦切 Yoshikiri — Reed Warbler [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,3
Modern,葦切のをちの鋭声朝曇り,"Yoshikiri no
ochi no eisei
asa gumori","A reed warbler’s
distant, shrill voice —
morning cloudiness.",水原秋桜子,Mizuhara Shuoshi,1892 - 1981,Summer,葦切 Yoshikiri — Reed Warbler [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,4
Modern,翡翠とぶその四五秒の天地かな,"Hisui tobu
sono shigo byo no
tenchi kana","A kingfisher flies —
those four, five seconds
of a world.",加藤秋邨,Kato Shuuson,1905 - 1993,Summer,翡翠 Kawasemi — Kingfisher [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,4
Modern,山の色釣りあげし鮎に動くかな,"Yama no iro
tsuri ageshi ayu ni
ugoku kana","The mountain’s colour
on the hooked ayu
moves.",原石鼎,Hara Sekitei,1886―1951,Summer,鮎 Ayu — Sweet-Fish [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,2
Modern,鮎釣の腰を真白に水たぎつ,"Ayutsuri no
koshi wo mashiro ni
mizu tagitsu","On the ayu fisherman’s
hips, pure white
water foams.",木津柳芽,Kizu Ryuga,,Summer,鮎 Ayu — Sweet-Fish [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,3
Modern,上流は曲りて見えず鮎の川,"Joryu wa
magarite miezu
ayu no kawa","Upstream, with the bend, not in sight —
ayu river.",山口波津女,Yamaguchi Hatsujo,1907 - 1969,Summer,鮎 Ayu — Sweet-Fish [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,4
Modern,底を行く金魚に動く真砂かな,"Soko wo yuku
kingyo ni ugoku
masago kana","Going along the bottom,
the goldfish stirs
the white sand.",岡本松浜,Okamoto Shohin,,Summer,金魚 Kingyo — Goldfish [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,1
Modern,生涯の今の心や金魚見る,"Shogai no
ima no kokoro ya
kingyo miru","Of a lifetime,
the heart of now;
look at goldfish.",高浜虚子,Takahama Kyoshi,1874―1959,Summer,金魚 Kingyo — Goldfish [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,2
Modern,女たちおしゃべり金魚浮き沈み,"Onna tachi
oshaberi kingyo
uki shizumi","The ladies
prattle, goldfish
float and sink.",山口青邨,Yamaguchi Seison,1892―1988,Summer,金魚 Kingyo — Goldfish [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,3
Modern,しだり尾の錦ぞ動く金魚かな,"Shidari o no
nishiki zo ugoku
kingyo kana","The drooping
tail’s brocade moves —
goldfish.",河東碧梧桐,Kawahigashi Hekigodo,1873―1937,Summer,金魚 Kingyo — Goldfish [Summer Dobutsu],,,,,,,,,,,,,,,,,,,,,,4
Modern,滝落ちて群青世界とどろけり,"Taki ochite gunjo sekai
todorokeri",The waterfall flows —,水原秋桜子,Mizuhara Shuoshi,1892 - 1981,Summer,滝 Taki,,,"a dark-green world
vibrates
At Nachi waterfall; gunjo is one of the basic colours in Japanese painting. The dark green world is that of the cedar trees that surround the falls.",,,,,,,,,,,,,,,,,,,2
Modern,滝の上に水現われて落ちにけり,"Taki no ue ni
mizu arawarete
ochi ni keri",Over the waterfall,後藤夜半,Goto Yahen,1895 - 1976,Summer,滝 Taki,,,"the water appears
then falls.",,,,,,,,,,,,,,,,,,,3
Modern,半ばより煙の如く滝落つる,"Nakaba yori
kemuri no gotoku
taki otsuru","Half-way down,",星野立子,Hoshino Tatsuko,1903－1984,Summer,滝 Taki,,,"like smoke —
the waterfall falls.",,,,,,,,,,,,,,,,,,,4
Modern,夏山の大木倒す谺かな,"Natsu yama no
taiboku taosu
kodama kana","Summer mountain —
a huge tree being felled,
the echoes.",内藤鳴雪,Nato Meisetsu,1847 - 1926,Summer,夏の山 Natsu no yama — Summer Mountain [Summer Kigo],,,,,,,,,,,,,,,,,,,,,,3
Modern,夏山の樵たのもしく思はずや,"Natsu yama no
kikori tanomoshiku
omowazu ya","A summer mountain’s
lumberjack — lucky,
don’t you think?",飯田蛇笏,Iida Dakotsu,1885―1962,Summer,夏の山 Natsu no yama — Summer Mountain [Summer Kigo],,,,,,,,,,,,,,,,,,,,,,4
Modern,青野ゆき馬は片眼に人を見る,"Ao no yuki
uma wa kata me ni
hito wo miru","Going the green field,
the horse with one eye
looks at you.",山口誓子,Yamaguchi Seishi,1901 - 1994,Summer,夏野  Natsuno  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,2
Modern,汽車一刻青野より乗り青野に降る,"Kisha ikkoku
ao no yori nori
ao no ni oriru","Short train ride —
I got on in green fields,
off to green fields.",川島彷徨子,Kawashima Hokoshi,,Summer,夏野  Natsuno  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,3
Modern,朝霞の小松はなれし夏野かな,"Asa moya no
komatsu hanareshi
natsu no kana","The morning haze
has left the little pines,
summer fields.",久保より江,Kubo Yorie,,Summer,夏野  Natsuno  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,4
Modern,夏川の美しき村又訪はん,"Natsu gawa no
utsukushiki mura
mata towan","A village with
a beautiful summer river —
must come again.",高野素十,Takano Suju,1893-1976,Summer,夏の川  Natsu no kawa  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,4
Modern,刻々と真珠は育つ夏の海,"Kokokuhuto
shinju wa sodatsu
natsu no umi","Each moment
the pearls grow —
summer ocean.",松尾いわほ,Matsuo Iwaho,,Summer,夏の海  Natsu no umi  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,3
Modern,夏浪を桶にす尚も揺よこぼるる,"Natsu nami wo
oke ni su nao mo
yure koboruru","Summer waves
scooped in a bucket, still
sway and spill.",藤井秩之介,Fujii Tatsunosuke,,Summer,夏の海  Natsu no umi  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,4
Modern,夕風の鷺吹き飛ばす青田かな,"Yukage no
sagi fukitobasu
aota kana","The dusk wind
sends herons flying,
green ricefields.",正岡子規,Masaoka Shiki,1864―1902,Summer,青田  Aota  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,4
Modern,広き葉のかさなり映る泉かな,"Hiroki ha no
kasanari utsuru
izumi kana","Broad leaves
reflect in layers —
a spring.",吉岡禅寺洞,Yoshioka Zenjido,1889 - 1961,Summer,泉  Izumi  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,3
Modern,其底に木葉散ふる清水かな,"Sono soko ni
konoha toshifuru
shimizu kana","At the bottom,
tree leaves spend the years —
pure water.",正岡子規,Masaoka Shiki,1864―1902,Summer,清水  Shimizu  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,3
Modern,五月富士水車は高き水玉を,"Satsuki Fuji
suisha wa takaki
mizudama wo","Fifth month Fuji —
the water-wheel throws up
its sprays.",内田暮情,Uchida Bojo,,Summer,五月富士  Satsuki Fuji  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,2
Modern,展望の一舟一鷹五月富士,"Tenbo no
isshu ichien
satsuki Fuji","From the look-out,
one boat, one black kite —
Fifth month Fuji.",富安風生,Tomiyasu Fusee,1885 – 1979,Summer,五月富士  Satsuki Fuji  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,3
Modern,立つ鷺にあらわれてをり五月富士,"Tatsu sagi ni
arawarete ori
Satsuki Fuji","By a standing heron
appeared —
Fifth month Fuji.",深川正一郎,Fukagawa Shoichiro,,Summer,五月富士  Satsuki Fuji  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,4
Modern,大雨に濁りかへせし植田哉,"Oame ni
nigori kaeseshi
ueta kana","With a downpour
their muddiness returned,
planted ricefields.",青木月斗,Aoki Getto,1879 - 1949,Summer,植田  Ueta  [Summer / Chiri],,,,,,,,,,,,,,,,,,,,,,4
Modern,更衣爪はするどき山の鳥,"Koromogae
tsume wa surudoki
yama no tori","Change of garments —
their claws are sharp,
the mountain bird.",大峯あきら,Omine Akira,1929 - 2018,Summer,更衣  Koromogae  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,人にややおくれて衣更へにけり,"Hito ni yaya
okurete koromo
kae ni keri","Somewhat later
than others, I changed
my garments.",高橋淡路女,Takahashi Awajijo,1890 - 1955,Summer,更衣  Koromogae  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,羅をゆるやかに着て崩れざる,"Usumono wo
yuruyaka ni kite
kuzurezaru","A thin silk
kimono worn casually,
her propriety.",松本たかし,Matsumoto Takashi,1906 - 1956,Summer,羅  Usumono  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Modern,羅に汗さへ見せぬ女かな,"Usumono ni
ase sao misenu
onna kana","In thin silk
no sign of sweat
does the woman show.",高浜年尾,Takahama Toshio,1900 - 1979,Summer,羅  Usumono  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,爽かな汗へ上着る浴衣かな,"Sawayakana
ase no ue kiru
yukata kana","On fresh sweat,
put on
a yukata.",野村喜舟,Nomura Kishuu,1886-1983,Summer,浴衣  Yukata  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Modern,月影のふところにさす浴衣かな,"Tsukikage no
futokoro ni sasu
yukata kana","Moonlight
falls on the chest —
yukata.",田中王城,Tanaka Ojo,,Summer,浴衣  Yukata  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Modern,雑巾となるまではわが浴衣,"Zokin to naru made wa waga
furu yukata","Till it's reduced
to a floor rag, my
old yukata.",加藤秋邨,Kato Shuuson,1905 - 1993,Summer,浴衣  Yukata  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,浴衣あたらしく夜の川漕ぎくだる,"Yukata atarashiku
yoru no kawa
kogi kudaru","New yukatas —
going down
the night river.",大野林火,Ono Rinka,1904-1982,Summer,浴衣  Yukata  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,夏帽や今年銀座に柳無し,"Natsuba ya
kotoshi Ginza ni
yanagi nashi","Summer hats —
this year on the Ginza,
no willows.",島田青峰,Shimada Seiho,1892 - 1944,Summer,夏帽子  Natsuboshi  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Modern,夏帽の日を照り返す渚かな,"Natsubo no
hi wo teri kaesu
nagisa kana","Summer hats —
on a strand that
reflects the sun.",水原秋桜子,Mizuhara Shuoshi,1892 - 1981,Summer,夏帽子  Natsuboshi  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,麦藁帽たたよふ海の紺のなか,"Mugiwarabo
tadayou umi no
kon no naka","A wheat straw hat
floats, on the ocean's
deep blue.",角川源義,Kadokawa Genyoshi,1917 - 1975,Summer,夏帽子  Natsuboshi  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,カンカン帽ゆゑに目に立つ頬骨なる,"Kankambo
yue ni me ni tatsu
hobone naru","A hard straw hat —
and so, prominent,
the cheek bones.",篠原梵,Shinohara Bon,1910 - 1975,Summer,夏帽子  Natsuboshi  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,5
Modern,匙なめて童たのしも夏氷,"Saji namete
warabe tanoshi mo
natsu gori","Licking their spoons,
happy children!
summer ice.",山口誓子,Yamaguchi Seishi,1901 - 1994,Summer,氷水  Korimizu  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Modern,日焼顔見合ひてうまし氷水,"Hiyakegao
miaite umashi
kori mizu","Sunburnt faces
across the table, delicious!
shaved ice.",水原秋桜子,Mizuhara Shuoshi,1892 - 1981,Summer,氷水  Korimizu  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Modern,水捨る音の夜深し氷店,"Mizu suteru
oto no yo fukashi
kori mise","The sound of water
being thrown out, late at night —
ice shop.",増田龍雨,Masuda Ryuu,,Summer,氷水  Korimizu  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,氷店より見てゐたる人通り,"Kori mise
yori mite itaru
hito dori","From the ice shop,
I watch the people
passing by.",上野泰,Ueno Yasushi,1918 - 1973,Summer,氷水  Korimizu  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,船のぞく望遠鏡おく夏座敷,"Fune nozoku
tomigane oku
natsu zashiki","To look at boats
a telescope placed —
summer parlour.",山口青邨,Yamaguchi Seison,1892―1988,Summer,夏座敷  Natsuzashiki  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,松風や池の月見るたかむしろ,"Matsu kaze ya
ike no tsuki miru
takamushiro","A pine-tree wind —
look at the pond's moon,
from a bamboo mat.",酒葉露人,Sakaba Aijin,,Summer,簟  Takamushiro  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,転寝の目に横雲や簟,"Utatane no
me ni yokogumo ya
takamushiro","In the dozing
eyes, a bank of clouds —
bamboo mat.",赤木格堂,Akagi Kakudo,,Summer,簟  Takamushiro  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,二つ吊し簾の透間花柘榴,"Futatsu tsuri shi
sudare no sukima
hana zakuro","Two blinds hung up,
and from between them,
pomegranate flowers.",高浜虚子,Takahama Kyoshi,1874―1959,Summer,簾  Sudare  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Modern,簾おろし天の橋立うすくなる,"Sudare oroshi
Ama no Hashidate
usuku naru","The blinds rolled down,
Ama no Hashidate
became faint.
Ama no Hashidate: one of the 3 most scenic landscapes of Japan, in Tango north of Kyoto. It is a thin strip of land covered with pine trees, that projects into the bay.",山口青邨,Yamaguchi Seison,1892―1988,Summer,簾  Sudare  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Modern,世の中を美しと見し簾かな,"Yo no naka wo
utsukushito mishi
sudare kana","This world
looked beautiful,
through the blinds.",上野泰,Ueno Yasushi,1918 - 1973,Summer,簾  Sudare  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,青簾むかしむかしのはなしかな,"Ao sudare
mukashi mukashi no
hanashi kana","Green blinds —
talk of long,
long ago.",久保田万太郎,Kubota Mantaro,1889―1963,Summer,簾  Sudare  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,鏡にも手のあと白し天瓜粉,"Kagami ni mo
te no ato shiroshi
tenkafun","On the mirror, too,
the hand-print white;
talcum powder.",岡本松浜,Okamoto Shohin,,Summer,天瓜粉  Tenkafun  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Modern,小さき子人形にうち粉天瓜粉,"Chiisaki ko
ningyo ni uchimu
tenkafun","Little child,
she put some on her doll,
talcum powder.",青木月斗,Aoki Getto,1879 - 1949,Summer,天瓜粉  Tenkafun  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Modern,みめよくてにくらしき子や天瓜粉,"Mime yokute
nikurashiki ko ya
tenkafun","Nice looking,
but a detestable child!
Talcum powder.",飯田蛇笏,Iida Dakotsu,1885―1962,Summer,天瓜粉  Tenkafun  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,天瓜粉月下の風にはげにけり,"Tenkafun
gekka no kaze ni
hage ni keri","Talcum powder;
in the moonlight breeze,
it wore off.",高田蝶衣,Takada Choi,1886 - 1930,Summer,天瓜粉  Tenkafun  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,月影の蚊帳にひらめく団扇かな,"Tsukikage no
kaya ni hirameku
uchiwa kana","Moonlight
flutters in the mosquito net,
a round fan.",高田蝶衣,Takeda Choi,1886 - 1930,Summer,団扇  Uchiwa  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,風鈴に何処へも行かず暑しけり,"Furin ni
doko e mo yukazu
kuwashi keri","By a windbell,
without going out,
I spent the day.",高橋淡路女,Takahashi Awajijo,1890 - 1955,Summer,風鈴  Furin  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Modern,月さして風鈴の影生いけり,"Tsuki sashite
furin no kage
umare keri","The moon shone,
a windbell's shadow
was born.",清崎敏郎,Kiyosaki Toshio,1922 - 1999,Summer,風鈴  Furin  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,風鈴や水面に残る風のあと,"Furin ya
minamo ni nokoru
kaze no ato","A windbell —
on the water surface,
a trace of the wind.",水谷碧霞,Mizutani Saiko,,Summer,風鈴  Furin  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,走馬灯はじめなければ終りなし,"Somato
hajime nakereba
owari nashi","Revolving lamp —
without a beginning
or end.",岸風三楼,Nishi Fusanro,1910 - 1982,Summer,走馬灯  Somato  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Modern,先の影後の影追ふ走馬灯,"Saki no kage
ato no kage ou
somato","The shadow in front
chases the shadow behind,
revolving lamp.",近藤一鴻,Kondo Ikko,,Summer,走馬灯  Somato  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,影を売るごと走馬灯売る男,"Kage wo uru
goto somato
uru otoko","Like selling shadows,
the man who sells
revolving lamps.",有馬朗人,Arima Rojin,1930 - 2020,Summer,走馬灯  Somato  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,虫干や蔵の虫入に松の風,"Mushi boshi ya
kura no deiri ni
matsu no kaze","Insect airing —
going in and out the storehouse,
a pine-tree wind.",松根東洋城,Matsune Toyojo,1878 - 1964,Summer,虫干  Mushiboshi  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,幕張て能の衣裳や土用干,"Maku shatte
no no isho ya
doyo boshi","A curtain put up,
Noh garments —
being aired.",安藤橡面坊,Ando Tochumenbo,,Summer,虫干  Mushiboshi  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,田を植ゑししづかな音へ出でにけり,"Ta wo ueshi
shizukana oto e
ide ni keri","To the quiet
sounds of planting rice,
I went out.",中村草田男,Nakamura Kusatao,1901‐1983,Summer,田植  Taue  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,草刈女霞がのびきてつつみけり,"Kusa kari me
moya ga nobikite
tsutsumi keri","Grass cutter —
the haze reached and
enclosed her.",西山白雲,Nishiyama Hakuun,,Summer,草刈  Kusa kari  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Modern,草刈や日出でぬ間を刈り急ぐ,"Kusa kari ya
hi idenu aida wo
kari isagu","Grass-cutting —
hurry, before the sun
comes out!",五島雉子郎,Goto Kujiro,,Summer,草刈  Kusa kari  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Modern,草刈るや萩に沈める紺法被,"Kusa karu ya
hagi ni shizumeru
kon happi","Cutting grass —
into bush clover sinks
a blue work-coat.",杉田久女,Sugita Hisajo,1890 - 1946,Summer,草刈  Kusa kari  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
Modern,草刈女さゆらぐ笠は鎌返り,"Kusa kari me
sa yuragu kasa wa
kama togeri","Grass-cutter —
her swaying hat,
sharpens a sickle.",林翔,Hayashi Sho,1914 - 2009,Summer,草刈  Kusa kari  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,4
Modern,鰻簗木曽の夜汽車の照らし過ぐ,"Unagi-yana
Kiso no yagisha no
terashi sugu","Eel weir;
Kiso's night train
lights it and goes.",大野林火,Ono Rinka,1904-1982,Summer,魚簗  Yana  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,1
Modern,簗守の影あらふなり簗しぶき,"Yana-mori no
kage arau nari
yana shibuki","The weir guardian's
shadow they wash,
weir sprays.",堀口星眠,Horiguchi Seimin,1923 - 2016,Summer,魚簗  Yana  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,2
Modern,大簗のとどろきに住む山家かな,"O yana no
todoroki ni sumu
sanka kana","By a giant weir's
thundering, to dwell,
mountain house.",橋本鶏二,Hashimoto Keiji,1907 - 1997,Summer,魚簗  Yana  [Summer / Jinji],,,,,,,,,,,,,,,,,,,,,,3
